"","date","experiment","round","assay","condition","control","plate","row","col","strain","set","trait","phenotype"
"6440","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","3","QX198",1,"norm.n",23.7769038306282
"6441","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","5","QX92",1,"median.EXT",30.2144585049296
"6442","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","5","QX269",2,"median.EXT",-64.1709067573533
"6443","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","5","QX565",2,"median.EXT",0.508267481086907
"6444","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","5","QX276",NA,"median.EXT",100.507872033668
"6445","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","5","QX511",2,"median.EXT",-116.859728897261
"6446","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","5","QX172",1,"median.EXT",0.565854153650414
"6447","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","5","QX92",1,"median.norm.EXT",0.0538333768903314
"6448","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","5","QX269",2,"median.norm.EXT",-0.0675723242008483
"6449","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","5","QX565",2,"median.norm.EXT",0.46859534277602
"6450","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","5","QX276",NA,"median.norm.EXT",0.197022341423773
"6451","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","5","QX511",2,"median.norm.EXT",-0.307990048201487
"6452","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","5","QX172",1,"median.norm.EXT",0.0545479284398159
"6453","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","5","QX92",1,"median.TOF",21.4869406973513
"6454","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","5","QX269",2,"median.TOF",-41.4099147112255
"6455","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","5","QX565",2,"median.TOF",-51.7217895258089
"6456","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","5","QX276",NA,"median.TOF",36.6480951495368
"6457","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","5","QX511",2,"median.TOF",-48.8836725441229
"6458","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","5","QX172",1,"median.TOF",4.51900977993234
"6459","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","5","QX92",1,"norm.n",40.769497386246
"6460","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","5","QX269",2,"norm.n",7.73997991878331
"6461","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","5","QX565",2,"norm.n",-62.592308300164
"6462","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","5","QX276",NA,"norm.n",-33.8703029175648
"6463","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","5","QX511",2,"norm.n",-16.6543146583531
"6464","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","5","QX172",1,"norm.n",41.3049559525567
"6465","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","7","QX97",1,"median.EXT",-57.1817073473874
"6466","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","7","QX290",2,"median.EXT",15.9041712827037
"6467","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","7","QX493",2,"median.EXT",-36.6975582051349
"6468","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","7","QX114",1,"median.EXT",16.4797271966093
"6469","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","7","QX72",NA,"median.EXT",-28.0490009629996
"6470","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","7","QX304",2,"median.EXT",35.6826680192669
"6471","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","7","QX448",2,"median.EXT",-67.1373582314976
"6472","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","7","QX97",1,"median.norm.EXT",-0.20105779661157
"6473","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","7","QX290",2,"median.norm.EXT",0.0613047742619859
"6474","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","7","QX493",2,"median.norm.EXT",-0.101000078177809
"6475","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","7","QX114",1,"median.norm.EXT",0.0818621673744706
"6476","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","7","QX72",NA,"median.norm.EXT",0.194195465423017
"6477","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","7","QX304",2,"median.norm.EXT",0.158250576126252
"6478","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","7","QX448",2,"median.norm.EXT",-0.144709562114872
"6479","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","7","QX97",1,"median.TOF",-31.680012536373
"6480","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","7","QX290",2,"median.TOF",11.6029616475232
"6481","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","7","QX493",2,"median.TOF",2.53650642666297
"6482","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","7","QX114",1,"median.TOF",2.88843123310089
"6483","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","7","QX72",NA,"median.TOF",-30.3453681820422
"6484","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","7","QX304",2,"median.TOF",17.5430848082204
"6485","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","7","QX448",2,"median.TOF",-17.0378985718459
"6486","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"A","7","QX97",1,"norm.n",-68.4111240405172
"6487","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","7","QX290",2,"norm.n",-7.4145779000609
"6488","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","7","QX493",2,"norm.n",-31.9578337207315
"6489","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","7","QX114",1,"norm.n",66.4629936608873
"6490","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","7","QX72",NA,"norm.n",26.2928802301484
"6491","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","7","QX304",2,"norm.n",51.4850597720375
"6492","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","7","QX448",2,"norm.n",58.5720647082212
"6493","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","9","QX534",2,"median.EXT",87.3858030010929
"6494","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","9","QX503",2,"median.EXT",89.6327079669458
"6495","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","9","N2",NA,"median.EXT",-18.9862162534457
"6496","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","9","QX468",2,"median.EXT",11.115024244119
"6497","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"A","9","QX451",2,"median.EXT",98.9578290761528
"6498","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","9","CB4856",NA,"median.EXT",36.837579520108
"6499","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","9","QX243",2,"median.EXT",-32.3946480773546
"6500","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","9","QX417",2,"median.EXT",22.262481277141
"6501","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","9","QX534",2,"median.norm.EXT",0.256832261679423
"6502","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","9","QX503",2,"median.norm.EXT",0.106551895711865
"6503","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","9","N2",NA,"median.norm.EXT",-0.0915070311652233
"6504","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","9","QX468",2,"median.norm.EXT",-0.0397981297310317
"6505","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","9","CB4856",NA,"median.norm.EXT",0.0609169530816197
"6506","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","9","QX243",2,"median.norm.EXT",-0.0172155438101971
"6507","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","9","QX417",2,"median.norm.EXT",0.0808632745230074
"6508","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","9","QX534",2,"median.TOF",29.6639046365752
"6509","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","9","QX503",2,"median.TOF",46.2348626209164
"6510","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","9","N2",NA,"median.TOF",-3.92014572006237
"6511","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","9","QX468",2,"median.TOF",12.2971145999186
"6512","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"A","9","QX451",2,"median.TOF",-31.1941713416799
"6513","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","9","CB4856",NA,"median.TOF",36.0808124701572
"6514","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","9","QX243",2,"median.TOF",-24.0620657352791
"6515","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","9","QX417",2,"median.TOF",10.7157503684277
"6516","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","9","QX534",2,"norm.n",2.63568131989248
"6517","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","9","QX503",2,"norm.n",40.8471916279427
"6518","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","9","N2",NA,"norm.n",-10.3712479573108
"6519","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","9","QX468",2,"norm.n",24.0127913445394
"6520","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"A","9","QX451",2,"norm.n",-67.97583161433
"6521","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","9","CB4856",NA,"norm.n",50.517267058494
"6522","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","9","QX243",2,"norm.n",-11.393895916957
"6523","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","9","QX417",2,"norm.n",20.8029674385462
"6524","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","11","QX307",2,"median.EXT",97.4520981287479
"6525","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","11","QX437",2,"median.EXT",-17.4313491041447
"6526","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","11","QX87",1,"median.EXT",23.5704935050005
"6527","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","11","QX453",2,"median.EXT",130.128447676966
"6528","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","11","QX416",2,"median.EXT",-43.0241108670286
"6529","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"A","11","QX382",2,"median.EXT",29.4939324964236
"6530","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","11","QX561",2,"median.EXT",5.5680922102149
"6531","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","11","QX403",NA,"median.EXT",6.49049680599532
"6532","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","11","QX475",2,"median.EXT",-52.4547723874349
"6533","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","11","QX307",2,"median.norm.EXT",0.285056695111054
"6534","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","11","QX437",2,"median.norm.EXT",-0.0378306537581183
"6535","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","11","QX87",1,"median.norm.EXT",-0.0773588036717386
"6536","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","11","QX453",2,"median.norm.EXT",0.224350641120288
"6537","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","11","QX416",2,"median.norm.EXT",-0.096057926190237
"6538","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"A","11","QX382",2,"median.norm.EXT",0.0796418022142849
"6539","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","11","QX561",2,"median.norm.EXT",-0.0300935491325396
"6540","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","11","QX403",NA,"median.norm.EXT",0.0033601262644793
"6541","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","11","QX475",2,"median.norm.EXT",-0.138284124935569
"6542","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","11","QX307",2,"median.TOF",36.8308578702994
"6543","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","11","QX437",2,"median.TOF",-8.15354865620979
"6544","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","11","QX87",1,"median.TOF",24.4193392255877
"6545","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","11","QX453",2,"median.TOF",44.3201903635017
"6546","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","11","QX416",2,"median.TOF",-22.2831429272564
"6547","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"A","11","QX382",2,"median.TOF",12.8620528703435
"6548","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","11","QX561",2,"median.TOF",0.209996328808272
"6549","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","11","QX403",NA,"median.TOF",10.1289208135969
"6550","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","11","QX475",2,"median.TOF",-3.33231626187556
"6551","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"A","11","QX307",2,"norm.n",-30.6827522135993
"6552","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"A","11","QX437",2,"norm.n",9.80436022430062
"6553","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"A","11","QX87",1,"norm.n",30.0309803875826
"6554","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"A","11","QX453",2,"norm.n",22.2358490059368
"6555","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"A","11","QX416",2,"norm.n",33.3442345983807
"6556","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"A","11","QX382",2,"norm.n",49.6647493608092
"6557","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"A","11","QX561",2,"norm.n",-11.9743600854487
"6558","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"A","11","QX403",NA,"norm.n",40.2373892459884
"6559","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"A","11","QX475",2,"norm.n",-75.7444566621691
"6560","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","1","QX418",2,"median.EXT",3.82196630893468
"6561","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","1","QX482",2,"median.EXT",88.2591244586695
"6562","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","1","QX426",2,"median.EXT",-32.0653749592125
"6563","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","1","QX359",2,"median.EXT",106.283271056447
"6564","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"B","1","QX352",2,"median.EXT",-100.531293772357
"6565","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","1","QX108",1,"median.EXT",-67.5153279546266
"6566","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","1","QX278",2,"median.EXT",7.88786029217561
"6567","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","1","QX132",1,"median.EXT",-20.2566692583667
"6568","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","1","QX418",2,"median.norm.EXT",-0.0272305407814134
"6569","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","1","QX482",2,"median.norm.EXT",0.106847978095462
"6570","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","1","QX426",2,"median.norm.EXT",-0.069369140936054
"6571","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","1","QX359",2,"median.norm.EXT",0.317835737633794
"6572","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"B","1","QX352",2,"median.norm.EXT",-0.248658242570046
"6573","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","1","QX108",1,"median.norm.EXT",-0.154917825595322
"6574","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","1","QX278",2,"median.norm.EXT",-0.0825801077092698
"6575","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","1","QX132",1,"median.norm.EXT",-0.0523147987676539
"6576","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","1","QX418",2,"median.TOF",7.76462295277662
"6577","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","1","QX482",2,"median.TOF",48.6583261583737
"6578","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","1","QX426",2,"median.TOF",-21.1968965094844
"6579","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","1","QX359",2,"median.TOF",38.5373661278358
"6580","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"B","1","QX352",2,"median.TOF",-32.1733714571239
"6581","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","1","QX108",1,"median.TOF",-29.7702665685077
"6582","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","1","QX278",2,"median.TOF",8.10282545186839
"6583","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","1","QX132",1,"median.TOF",-7.937642366793
"6584","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","1","QX418",2,"norm.n",47.6875705707258
"6585","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","1","QX482",2,"norm.n",-28.3605606047329
"6586","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","1","QX426",2,"norm.n",-27.1528083720573
"6587","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","1","QX359",2,"norm.n",-31.8889387091714
"6588","20140714","RIAILs",2,"e","bleomycin","1percwater",7,"B","1","QX352",2,"norm.n",-58.069552723596
"6589","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","1","QX108",1,"norm.n",-16.1920698614771
"6590","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","1","QX278",2,"norm.n",22.2569391118776
"6591","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","1","QX132",1,"norm.n",17.9157814952317
"6592","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","3","QX553",2,"median.EXT",-13.2347434495114
"6593","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","3","QX158",1,"median.EXT",-66.6613213881445
"6594","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","3","QX245",2,"median.EXT",23.5384591884711
"6595","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","3","QX399",2,"median.EXT",122.280399856932
"6596","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","3","QX37",1,"median.EXT",-60.4504684267293
"6597","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","3","QX487",2,"median.EXT",78.6198085820402
"6598","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","3","QX529",2,"median.EXT",34.5040351391244
"6599","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","3","QX553",2,"median.norm.EXT",-0.0180148486926046
"6600","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","3","QX158",1,"median.norm.EXT",-0.202193008769622
"6601","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","3","QX245",2,"median.norm.EXT",0.0863092273488515
"6602","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","3","QX399",2,"median.norm.EXT",0.305159405779872
"6603","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","3","QX37",1,"median.norm.EXT",-0.11332811075086
"6604","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","3","QX487",2,"median.norm.EXT",0.165948028622833
"6605","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","3","QX529",2,"median.norm.EXT",0.129161260818775
"6606","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","3","QX553",2,"median.TOF",-14.2353770472232
"6607","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","3","QX158",1,"median.TOF",-28.2863093307759
"6608","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","3","QX245",2,"median.TOF",6.2348626209164
"6609","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","3","QX399",2,"median.TOF",27.6279209102409
"6610","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","3","QX37",1,"median.TOF",-37.0608251826816
"6611","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","3","QX487",2,"median.TOF",55.9736415932173
"6612","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","3","QX529",2,"median.TOF",14.7469060027086
"6613","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","3","QX553",2,"norm.n",-9.34409702483927
"6614","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","3","QX158",1,"norm.n",-6.07939865445448
"6615","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","3","QX245",2,"norm.n",48.1656251614345
"6616","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","3","QX399",2,"norm.n",-3.52211395160883
"6617","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","3","QX37",1,"norm.n",-10.1660062535591
"6618","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","3","QX487",2,"norm.n",40.8398109671427
"6619","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","3","QX529",2,"norm.n",33.085217030308
"6620","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","5","QX315",2,"median.EXT",-0.0462458925615886
"6621","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","5","QX404",2,"median.EXT",-54.8204296945165
"6622","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","5","QX521",2,"median.EXT",-42.9688881241733
"6623","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","5","QX305",2,"median.EXT",42.3628252096334
"6624","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","5","QX306",2,"median.EXT",46.9795627892936
"6625","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","5","QX492",2,"median.EXT",-48.2424919065699
"6626","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"B","5","QX279",2,"median.EXT",-50.2075861201629
"6627","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"B","5","QX153",1,"median.EXT",67.1005017712536
"6628","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","5","QX315",2,"median.norm.EXT",-0.00628459623001323
"6629","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","5","QX404",2,"median.norm.EXT",-0.103347333753019
"6630","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","5","QX521",2,"median.norm.EXT",-0.0729630920589373
"6631","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","5","QX305",2,"median.norm.EXT",0.0865357349276101
"6632","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","5","QX306",2,"median.norm.EXT",0.203737925074326
"6633","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","5","QX492",2,"median.norm.EXT",-0.19326968827035
"6634","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"B","5","QX279",2,"median.norm.EXT",-0.0878774789518602
"6635","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"B","5","QX153",1,"median.norm.EXT",0.0971025384617654
"6636","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","5","QX315",2,"median.TOF",9.61698425717525
"6637","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","5","QX404",2,"median.TOF",-27.8785835155266
"6638","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","5","QX521",2,"median.TOF",-33.7282277051833
"6639","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","5","QX305",2,"median.TOF",18.7403693342876
"6640","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","5","QX306",2,"median.TOF",18.062780197768
"6641","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","5","QX492",2,"median.TOF",-19.5881610970075
"6642","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"B","5","QX279",2,"median.TOF",-33.6792329363543
"6643","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"B","5","QX153",1,"median.TOF",2.04235895532911
"6644","20140630","RIAILs",2,"a","bleomycin","1percwater",7,"B","5","QX315",2,"norm.n",-55.5433321595989
"6645","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","5","QX404",2,"norm.n",-45.7590750414707
"6646","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","5","QX521",2,"norm.n",-25.2179894754617
"6647","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","5","QX305",2,"norm.n",13.3400960252711
"6648","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","5","QX306",2,"norm.n",91.2213222914927
"6649","20140721","RIAILs",2,"g","bleomycin","1percwater",7,"B","5","QX492",2,"norm.n",-11.4134414629447
"6650","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"B","5","QX279",2,"norm.n",-47.2821695017549
"6651","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"B","5","QX153",1,"norm.n",-26.4912483993007
"6652","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","7","QX402",NA,"median.EXT",159.817269816873
"6653","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","7","QX15",1,"median.EXT",31.096604546675
"6654","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","7","QX363",2,"median.EXT",99.0380637410518
"6655","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","7","QX91",1,"median.EXT",-67.0926440512481
"6656","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","7","QX456",2,"median.EXT",91.275760505582
"6657","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"B","7","QX166",1,"median.EXT",30.3226055872213
"6658","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"B","7","QX413",2,"median.EXT",52.8324500611182
"6659","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","7","QX402",NA,"median.norm.EXT",0.316048177660698
"6660","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","7","QX15",1,"median.norm.EXT",0.0878034842686124
"6661","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","7","QX363",2,"median.norm.EXT",0.23560749254507
"6662","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","7","QX91",1,"median.norm.EXT",-0.0419878001931687
"6663","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","7","QX456",2,"median.norm.EXT",0.179738971846519
"6664","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"B","7","QX166",1,"median.norm.EXT",0.0692983305888709
"6665","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"B","7","QX413",2,"median.norm.EXT",0.125380460005167
"6666","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","7","QX402",NA,"median.TOF",66.6158380062719
"6667","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","7","QX15",1,"median.TOF",8.6425884361656
"6668","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","7","QX363",2,"median.TOF",43.4322155843364
"6669","20140715","RIAILs",2,"f","bleomycin","1percwater",7,"B","7","QX91",1,"median.TOF",-36.0848584978333
"6670","20140722","RIAILs",2,"h","bleomycin","1percwater",7,"B","7","QX456",2,"median.TOF",47.7838156766089
"6671","20140728","RIAILs",2,"i","bleomycin","1percwater",7,"B","7","QX166",1,"median.TOF",20.9619675798726
"6672","20140729","RIAILs",2,"j","bleomycin","1percwater",7,"B","7","QX413",2,"median.TOF",18.9002987379293
"6673","20140701","RIAILs",2,"b","bleomycin","1percwater",7,"B","7","QX402",NA,"norm.n",42.6655030031851
"6674","20140707","RIAILs",2,"c","bleomycin","1percwater",7,"B","7","QX15",1,"norm.n",22.545525890175
"6675","20140708","RIAILs",2,"d","bleomycin","1percwater",7,"B","7","QX363",2,"norm.n",67.3810815166401
