"","var","estimate","ci_lower","ci_upper","prob","probe","marker","trait","probe_lod"
"198","direct",0.0119782093840388,-0.413435876861726,0.460533361327336,0.894,"A_12_P101037","V_9905233","carmustine_median.norm.EXT",5.54942914962203
"199","total",0.0210500445295031,-0.343351529519527,0.399959257802104,0.844,"A_12_P101037","V_9905233","carmustine_median.norm.EXT",5.54942914962203
"200","prop_med",0.430965128494121,-4.51852055388732,4.32589671802867,0.82,"A_12_P101037","V_9905233","carmustine_median.norm.EXT",5.54942914962203
"201","med",-0.0476436599192741,-0.28576624386184,0.199784850971137,0.714,"A_12_P101050","V_11513193","carmustine_median.norm.EXT",14.9459239841448
"202","direct",0.0720313587562685,-0.338470098939759,0.459669122638362,0.754,"A_12_P101050","V_11513193","carmustine_median.norm.EXT",14.9459239841448
"203","total",0.0243876988369944,-0.355300721505734,0.389819865174125,0.902,"A_12_P101050","V_11513193","carmustine_median.norm.EXT",14.9459239841448
"204","prop_med",-1.95359390968869,-5.89595640419708,9.56218333570494,0.9,"A_12_P101050","V_11513193","carmustine_median.norm.EXT",14.9459239841448
"205","med",0.199396671209974,0.0365305550288438,0.431208623702271,0.006,"A_12_P101333","V_11637718","carmustine_median.norm.EXT",5.24253993743461
"206","direct",-0.160048993650082,-0.578453430768209,0.233013528609233,0.434,"A_12_P101333","V_11637718","carmustine_median.norm.EXT",5.24253993743461
"207","total",0.0393476775598921,-0.334668442849287,0.407443519025552,0.814,"A_12_P101333","V_11637718","carmustine_median.norm.EXT",5.24253993743461
"208","prop_med",5.06755883892936,-17.9301656242963,14.8039261431861,0.82,"A_12_P101333","V_11637718","carmustine_median.norm.EXT",5.24253993743461
"209","med",-0.170177589781628,-0.498123764493146,-0.0128128793335163,0.026,"A_12_P101810","V_9104120","carmustine_median.norm.EXT",5.54420130914751
"210","direct",0.159911320130678,-0.19010224462053,0.584353775855958,0.358,"A_12_P101810","V_9104120","carmustine_median.norm.EXT",5.54420130914751
"211","total",-0.0102662696509507,-0.385587057564423,0.385361339284693,0.988,"A_12_P101810","V_9104120","carmustine_median.norm.EXT",5.54420130914751
"212","prop_med",16.5763802790694,-9.83663704339653,13.0204807913853,0.99,"A_12_P101810","V_9104120","carmustine_median.norm.EXT",5.54420130914751
"213","med",0.0466306482634373,-0.0793934781401193,0.198291902929631,0.454,"A_12_P102257","V_11513193","carmustine_median.norm.EXT",5.32470275089042
"214","direct",-0.0222429494264427,-0.349096703038451,0.313408244023626,0.918,"A_12_P102257","V_11513193","carmustine_median.norm.EXT",5.32470275089042
"215","total",0.0243876988369946,-0.331116063016958,0.398977263755413,0.868,"A_12_P102257","V_11513193","carmustine_median.norm.EXT",5.32470275089042
"216","prop_med",1.91205609742488,-5.75954678760346,6.61466767620044,0.746,"A_12_P102257","V_11513193","carmustine_median.norm.EXT",5.32470275089042
"217","med",0.137708043462857,-0.0846492883934165,0.393406412662302,0.242,"A_12_P102323","V_10220682","carmustine_median.norm.EXT",5.27865532809868
"218","direct",-0.195593096946791,-0.724525851644074,0.28752496045228,0.514,"A_12_P102323","V_10220682","carmustine_median.norm.EXT",5.27865532809868
"219","total",-0.0578850534839339,-0.418295001725637,0.308279031052351,0.82,"A_12_P102323","V_10220682","carmustine_median.norm.EXT",5.27865532809868
"220","prop_med",-2.37899138334696,-7.99093001711894,8.19217212466832,0.718,"A_12_P102323","V_10220682","carmustine_median.norm.EXT",5.27865532809868
"221","med",-0.159625061359553,-0.355909406973012,-0.00263059129873748,0.048,"A_12_P102400","V_11513193","carmustine_median.norm.EXT",5.95378938939411
"222","direct",0.184012760196547,-0.276860827881454,0.610033726992886,0.432,"A_12_P102400","V_11513193","carmustine_median.norm.EXT",5.95378938939411
"223","total",0.0243876988369946,-0.349947062887095,0.376491453759631,0.884,"A_12_P102400","V_11513193","carmustine_median.norm.EXT",5.95378938939411
"224","prop_med",-6.54531050372869,-11.889131676686,11.1796265609906,0.86,"A_12_P102400","V_11513193","carmustine_median.norm.EXT",5.95378938939411
"225","med",0.0697429462969873,-0.237506872451933,0.374174409383897,0.642,"A_12_P102599","V_10568558","carmustine_median.norm.EXT",14.8062658710452
"226","direct",-0.07636872215958,-0.418731677958398,0.264268073978294,0.656,"A_12_P102599","V_10568558","carmustine_median.norm.EXT",14.8062658710452
"227","total",-0.00662577586259279,-0.39665885928769,0.34400749512464,0.942,"A_12_P102599","V_10568558","carmustine_median.norm.EXT",14.8062658710452
"228","prop_med",-10.5260044624714,-10.5788048833119,7.06828063547463,0.752,"A_12_P102599","V_10568558","carmustine_median.norm.EXT",14.8062658710452
"229","med",0.0358837917210702,-0.160475411033146,0.236910303982494,0.692,"A_12_P102966","V_11513193","carmustine_median.norm.EXT",5.96969959478076
"230","direct",-0.0114960928840756,-0.523063753998808,0.447566207305205,0.994,"A_12_P102966","V_11513193","carmustine_median.norm.EXT",5.96969959478076
"231","total",0.0243876988369946,-0.355465737212875,0.380444863859558,0.854,"A_12_P102966","V_11513193","carmustine_median.norm.EXT",5.96969959478076
"232","prop_med",1.47138899659679,-6.18545468395276,6.79555287965244,0.798,"A_12_P102966","V_11513193","carmustine_median.norm.EXT",5.96969959478076
"233","med",0.046451934461302,-0.102621052660552,0.199323557038197,0.562,"A_12_P103840","V_11619117","carmustine_median.norm.EXT",4.22521992953811
"234","direct",-0.016457255701567,-0.347723007970236,0.324037049054051,0.932,"A_12_P103840","V_11619117","carmustine_median.norm.EXT",4.22521992953811
"235","total",0.029994678759735,-0.352365401177259,0.414725675777052,0.878,"A_12_P103840","V_11619117","carmustine_median.norm.EXT",4.22521992953811
"236","prop_med",1.54867251066077,-5.60779564744739,4.27830266565045,0.708,"A_12_P103840","V_11619117","carmustine_median.norm.EXT",4.22521992953811
"237","med",0.0614863781429201,-0.365258582473448,0.615530281273944,0.736,"A_12_P104350","V_10838024","carmustine_median.norm.EXT",21.9552714440933
"238","direct",-0.0596327610718063,-0.848532537331831,0.562608247033319,0.842,"A_12_P104350","V_10838024","carmustine_median.norm.EXT",21.9552714440933
"239","total",0.00185361707111378,-0.405787640844047,0.378481342469209,0.98,"A_12_P104350","V_10838024","carmustine_median.norm.EXT",21.9552714440933
"240","prop_med",33.1710249657848,-13.7281607189984,14.3792962021949,0.836,"A_12_P104350","V_10838024","carmustine_median.norm.EXT",21.9552714440933
"241","med",-0.00485255248680681,-0.162889614095129,0.144432237044439,0.94,"A_12_P104714","V_11032432","carmustine_median.norm.EXT",5.64135814483942
"242","direct",0.00670616955792036,-0.442593714291258,0.418963337705395,0.992,"A_12_P104714","V_11032432","carmustine_median.norm.EXT",5.64135814483942
"243","total",0.00185361707111355,-0.392809581982575,0.388256401910917,0.99,"A_12_P104714","V_11032432","carmustine_median.norm.EXT",5.64135814483942
"244","prop_med",-2.61788292869555,-4.12583656793681,5.80352498439829,0.962,"A_12_P104714","V_11032432","carmustine_median.norm.EXT",5.64135814483942
"245","med",0.00276345308542503,-0.162404840235388,0.191029700785239,0.97,"A_12_P104798","V_10220682","carmustine_median.norm.EXT",5.19922816287754
"246","direct",-0.0650223980958613,-0.532084035629761,0.36713561791503,0.806,"A_12_P104798","V_10220682","carmustine_median.norm.EXT",5.19922816287754
"247","total",-0.0622589450104363,-0.43621056692671,0.307274041207738,0.778,"A_12_P104798","V_10220682","carmustine_median.norm.EXT",5.19922816287754
"248","prop_med",-0.0443864425418998,-6.28074004413276,7.54439663864905,0.82,"A_12_P104798","V_10220682","carmustine_median.norm.EXT",5.19922816287754
"249","med",0.117362464137292,-0.0258533346228158,0.274307082753017,0.096,"A_12_P105501","V_11032432","carmustine_median.norm.EXT",4.03698629073079
"250","direct",-0.115508847066178,-0.571633874054279,0.326449514086089,0.624,"A_12_P105501","V_11032432","carmustine_median.norm.EXT",4.03698629073079
"251","total",0.00185361707111353,-0.382761993921014,0.391972466232249,0.976,"A_12_P105501","V_11032432","carmustine_median.norm.EXT",4.03698629073079
"252","prop_med",63.3153772514557,-10.8407933250848,8.93938725466598,0.976,"A_12_P105501","V_11032432","carmustine_median.norm.EXT",4.03698629073079
"253","med",0.00109760857499856,-0.222126186715978,0.127399832201717,0.934,"A_12_P105532","V_9663270","carmustine_median.norm.EXT",5.08277822503624
"254","direct",-0.0203017934005147,-0.42895527922266,0.415661155716456,0.918,"A_12_P105532","V_9663270","carmustine_median.norm.EXT",5.08277822503624
"255","total",-0.0192041848255161,-0.408067093801507,0.336745331231198,0.904,"A_12_P105532","V_9663270","carmustine_median.norm.EXT",5.08277822503624
"256","prop_med",-0.0571546558716823,-5.41897622274278,5.05144536167215,0.994,"A_12_P105532","V_9663270","carmustine_median.norm.EXT",5.08277822503624
"257","med",0.15055379372986,-0.00652242657639864,0.380266362258781,0.064,"A_12_P106245","V_10815911","carmustine_median.norm.EXT",4.16048388832108
"258","direct",-0.173396281739031,-0.64327089856063,0.227773613554766,0.444,"A_12_P106245","V_10815911","carmustine_median.norm.EXT",4.16048388832108
"259","total",-0.0228424880091709,-0.420538226736837,0.363557987886839,0.89,"A_12_P106245","V_10815911","carmustine_median.norm.EXT",4.16048388832108
"260","prop_med",-6.59095426336287,-9.87359114589329,10.9844469632356,0.918,"A_12_P106245","V_10815911","carmustine_median.norm.EXT",4.16048388832108
"261","med",0.211378381269411,0.0753111665182812,0.404012758426494,0,"A_12_P107338","V_10142996","carmustine_median.norm.EXT",4.44777576579725
"262","direct",-0.287155474909199,-0.717529568618033,0.0918292213723903,0.16,"A_12_P107338","V_10142996","carmustine_median.norm.EXT",4.44777576579725
"263","total",-0.0757770936397882,-0.46845243285914,0.288712526664988,0.718,"A_12_P107338","V_10142996","carmustine_median.norm.EXT",4.44777576579725
"264","prop_med",-2.78947596320087,-16.1719131351117,12.708096960771,0.718,"A_12_P107338","V_10142996","carmustine_median.norm.EXT",4.44777576579725
"265","med",0.0992410396082509,-0.0731239924774914,0.336406121070167,0.268,"A_12_P107404","V_11600826","carmustine_median.norm.EXT",4.21986325296123
"266","direct",-0.0217960376029152,-0.538297513296773,0.416906644756653,0.918,"A_12_P107404","V_11600826","carmustine_median.norm.EXT",4.21986325296123
"267","total",0.0774450020053357,-0.390822151235305,0.487836557605719,0.726,"A_12_P107404","V_11600826","carmustine_median.norm.EXT",4.21986325296123
"268","prop_med",1.28143891843935,-8.62366218618187,7.78951960501823,0.79,"A_12_P107404","V_11600826","carmustine_median.norm.EXT",4.21986325296123
"269","med",-0.00987860933323728,-0.16253084794628,0.158250585843369,0.874,"A_12_P109101","V_9905233","carmustine_median.norm.EXT",7.80369452570406
"270","direct",0.0309286538627402,-0.463030629508458,0.468130715231593,0.87,"A_12_P109101","V_9905233","carmustine_median.norm.EXT",7.80369452570406
"271","total",0.0210500445295029,-0.382107130954432,0.38252623823205,0.91,"A_12_P109101","V_9905233","carmustine_median.norm.EXT",7.80369452570406
"272","prop_med",-0.469291612157485,-4.36445876827113,4.93202307740903,0.816,"A_12_P109101","V_9905233","carmustine_median.norm.EXT",7.80369452570406
"273","med",0.0118489287997678,-0.0862062172128909,0.103212154582953,0.762,"A_12_P109658","V_10176051","carmustine_median.norm.EXT",3.97494323558793
"274","direct",-0.0741078738102043,-0.46789542131192,0.312174593447765,0.724,"A_12_P109658","V_10176051","carmustine_median.norm.EXT",3.97494323558793
"275","total",-0.0622589450104365,-0.466080626437366,0.324140881734294,0.768,"A_12_P109658","V_10176051","carmustine_median.norm.EXT",3.97494323558793
"276","prop_med",-0.190316890171871,-2.12344425793134,3.39592309178588,0.994,"A_12_P109658","V_10176051","carmustine_median.norm.EXT",3.97494323558793
"277","med",0.102647370405984,-0.0578400185878782,0.311068999021043,0.212,"A_12_P111065","V_9985933","carmustine_median.norm.EXT",4.70539611117011
"278","direct",-0.120504927945115,-0.586164331644567,0.321534720256429,0.64,"A_12_P111065","V_9985933","carmustine_median.norm.EXT",4.70539611117011
"279","total",-0.0178575575391307,-0.379049842581748,0.362623580463817,0.962,"A_12_P111065","V_9985933","carmustine_median.norm.EXT",4.70539611117011
"280","prop_med",-5.74811925880998,-9.36922242534465,9.59889404371187,0.914,"A_12_P111065","V_9985933","carmustine_median.norm.EXT",4.70539611117011
"281","med",-0.248654160285305,-0.584194885268378,0.0971073130295076,0.152,"A_12_P111998","V_10815911","carmustine_median.norm.EXT",20.721463482804
"282","direct",0.250507777356419,-0.357195282917508,0.803692186529967,0.422,"A_12_P111998","V_10815911","carmustine_median.norm.EXT",20.721463482804
"283","total",0.00185361707111403,-0.383731011386755,0.365402395482569,0.944,"A_12_P111998","V_10815911","carmustine_median.norm.EXT",20.721463482804
"284","prop_med",-134.145376712496,-23.6217229083249,18.6719386829669,0.96,"A_12_P111998","V_10815911","carmustine_median.norm.EXT",20.721463482804
"285","med",0.105343166447406,-0.0519892494510711,0.310208205539327,0.164,"A_12_P112263","V_10815911","carmustine_median.norm.EXT",4.18346163908181
"286","direct",-0.103489549376292,-0.534276067874544,0.266429543730064,0.642,"A_12_P112263","V_10815911","carmustine_median.norm.EXT",4.18346163908181
"287","total",0.00185361707111388,-0.377178869527932,0.368657655346669,0.972,"A_12_P112263","V_10815911","carmustine_median.norm.EXT",4.18346163908181
"288","prop_med",56.8311373956559,-8.31157440003094,10.9214987749222,0.916,"A_12_P112263","V_10815911","carmustine_median.norm.EXT",4.18346163908181
"289","med",-0.0949442787467703,-0.258636208787158,0.0646797041664663,0.248,"A_12_P112758","V_8947708","carmustine_median.norm.EXT",5.33751901281962
"290","direct",0.0320166194203628,-0.352261695409267,0.385413533494752,0.868,"A_12_P112758","V_8947708","carmustine_median.norm.EXT",5.33751901281962
"291","total",-0.0629276593264075,-0.450291188960915,0.294575379428748,0.744,"A_12_P112758","V_8947708","carmustine_median.norm.EXT",5.33751901281962
"292","prop_med",1.50878452755237,-6.34580125847401,7.39286275677252,0.752,"A_12_P112758","V_8947708","carmustine_median.norm.EXT",5.33751901281962
"293","med",0.116335834744556,-0.0888004378987851,0.429112613511321,0.294,"A_12_P114129","V_9985933","carmustine_median.norm.EXT",9.7576065427263
"294","direct",-0.134193392283686,-0.643280665956466,0.293732808434727,0.588,"A_12_P114129","V_9985933","carmustine_median.norm.EXT",9.7576065427263
"295","total",-0.0178575575391303,-0.393639837172718,0.381906116119491,0.902,"A_12_P114129","V_9985933","carmustine_median.norm.EXT",9.7576065427263
"296","prop_med",-6.51465546111981,-9.67313735879113,15.4476021893549,0.896,"A_12_P114129","V_9985933","carmustine_median.norm.EXT",9.7576065427263
"297","med",0.0536882583960931,-0.08775931777385,0.217400512827327,0.494,"A_12_P114276","V_9529886","carmustine_median.norm.EXT",5.00803828442342
"298","direct",-0.0718270658012049,-0.4970584329123,0.336257809078222,0.812,"A_12_P114276","V_9529886","carmustine_median.norm.EXT",5.00803828442342
"299","total",-0.0181388074051118,-0.384806472810775,0.345297889081768,0.99,"A_12_P114276","V_9529886","carmustine_median.norm.EXT",5.00803828442342
"300","prop_med",-2.95985602564823,-6.80616710818399,5.71301600253906,0.908,"A_12_P114276","V_9529886","carmustine_median.norm.EXT",5.00803828442342
"301","med",-0.0375487705149651,-0.783887313894448,0.315347002229939,0.854,"A_12_P115328","V_10568558","carmustine_median.norm.EXT",37.7379772981239
"302","direct",0.0309229946523726,-0.463268808482497,0.843122712362211,0.844,"A_12_P115328","V_10568558","carmustine_median.norm.EXT",37.7379772981239
"303","total",-0.00662577586259242,-0.374279604411332,0.34395471687984,0.976,"A_12_P115328","V_10568558","carmustine_median.norm.EXT",37.7379772981239
"304","prop_med",5.66707526690672,-19.103363010991,17.5703654286554,0.958,"A_12_P115328","V_10568558","carmustine_median.norm.EXT",37.7379772981239
"305","med",0.0472536142312171,-0.127523078140032,0.281511986543336,0.606,"A_12_P115684","V_11513193","carmustine_median.norm.EXT",5.04390424359925
"306","direct",-0.0228659153942224,-0.512687662970944,0.443604677582834,0.938,"A_12_P115684","V_11513193","carmustine_median.norm.EXT",5.04390424359925
"307","total",0.0243876988369946,-0.33002373008307,0.384089428158197,0.9,"A_12_P115684","V_11513193","carmustine_median.norm.EXT",5.04390424359925
"308","prop_med",1.93760036758926,-6.89233009147284,5.72887490347257,0.802,"A_12_P115684","V_11513193","carmustine_median.norm.EXT",5.04390424359925
