"","var","estimate","ci_lower","ci_upper","prob","probe","marker","trait","probe_lod"
"3928","prop_med",0.107195308374189,-1.35130968558868,1.6384575820138,0.832,"A_12_P101050","V_11513193","puromycin_median.EXT",14.9459239841448
"3929","med",0.0395016833901368,-0.108488250627209,0.209040532669601,0.594,"A_12_P101333","V_11637718","puromycin_median.EXT",5.24253993743461
"3930","direct",0.334390201751423,-0.0249561239278094,0.718478479891448,0.066,"A_12_P101333","V_11637718","puromycin_median.EXT",5.24253993743461
"3931","total",0.373891885141559,0.0313569470659436,0.75450620410083,0.03,"A_12_P101333","V_11637718","puromycin_median.EXT",5.24253993743461
"3932","prop_med",0.105650015311729,-0.536850096484091,0.839066382126641,0.608,"A_12_P101333","V_11637718","puromycin_median.EXT",5.24253993743461
"3933","med",-0.00560059063273069,-0.18322361120748,0.182419436842707,0.972,"A_12_P101810","V_9104120","puromycin_median.EXT",5.54420130914751
"3934","direct",0.432071074931724,0.0461362796040756,0.814890620311151,0.016,"A_12_P101810","V_9104120","puromycin_median.EXT",5.54420130914751
"3935","total",0.426470484298994,0.0958067197325292,0.784541876153326,0.01,"A_12_P101810","V_9104120","puromycin_median.EXT",5.54420130914751
"3936","prop_med",-0.0131324226152171,-0.654460021130335,0.631791859590092,0.978,"A_12_P101810","V_9104120","puromycin_median.EXT",5.54420130914751
"3937","med",0.0249149687703491,-0.134236282453306,0.231358581189586,0.712,"A_12_P102257","V_11513193","puromycin_median.EXT",5.32470275089042
"3938","direct",0.318315130372835,-0.145296868723617,0.766494351708537,0.186,"A_12_P102257","V_11513193","puromycin_median.EXT",5.32470275089042
"3939","total",0.343230099143184,-0.0271679516844018,0.71476919567558,0.064,"A_12_P102257","V_11513193","puromycin_median.EXT",5.32470275089042
"3940","prop_med",0.0725896966278457,-0.78588602662963,2.08716922864,0.756,"A_12_P102257","V_11513193","puromycin_median.EXT",5.32470275089042
"3941","med",0.00401612918513896,-0.187310958821521,0.18817373061605,0.942,"A_12_P102323","V_10220682","puromycin_median.EXT",5.27865532809868
"3942","direct",0.380298887415705,-0.0500384006228791,0.827986270270571,0.082,"A_12_P102323","V_10220682","puromycin_median.EXT",5.27865532809868
"3943","total",0.384315016600844,-0.00381582566641727,0.824881864001968,0.054,"A_12_P102323","V_10220682","puromycin_median.EXT",5.27865532809868
"3944","prop_med",0.0104500969560348,-1.35421185777069,0.915292706598154,0.936,"A_12_P102323","V_10220682","puromycin_median.EXT",5.27865532809868
"3945","med",-0.0304969936082331,-0.15150260890143,0.0978458051626304,0.652,"A_12_P102400","V_11513193","puromycin_median.EXT",5.95378938939411
"3946","direct",0.373727092751417,0.0443125678749987,0.732196943817919,0.03,"A_12_P102400","V_11513193","puromycin_median.EXT",5.95378938939411
"3947","total",0.343230099143184,-0.000299586075063076,0.714049690950711,0.052,"A_12_P102400","V_11513193","puromycin_median.EXT",5.95378938939411
"3948","prop_med",-0.0888529114560865,-1.1899185826641,0.489383088702336,0.688,"A_12_P102400","V_11513193","puromycin_median.EXT",5.95378938939411
"3949","med",-0.0114598894883702,-0.264324567708564,0.285452595387185,0.964,"A_12_P102599","V_10568558","puromycin_median.EXT",14.8062658710452
"3950","direct",0.451564359498418,-0.00763336479455369,0.901255463657263,0.056,"A_12_P102599","V_10568558","puromycin_median.EXT",14.8062658710452
"3951","total",0.440104470010048,0.103671285757324,0.825694580275499,0.01,"A_12_P102599","V_10568558","puromycin_median.EXT",14.8062658710452
"3952","prop_med",-0.0260390208899914,-0.85209750022073,1.06960674039837,0.966,"A_12_P102599","V_10568558","puromycin_median.EXT",14.8062658710452
"3953","med",-0.0272189149744197,-0.181257113472832,0.110992943995277,0.692,"A_12_P102966","V_11513193","puromycin_median.EXT",5.96969959478076
"3954","direct",0.370449014117604,0.0219360960751941,0.742745816017431,0.036,"A_12_P102966","V_11513193","puromycin_median.EXT",5.96969959478076
"3955","total",0.343230099143184,0.00173707426422556,0.692919140933418,0.05,"A_12_P102966","V_11513193","puromycin_median.EXT",5.96969959478076
"3956","prop_med",-0.0793022378933756,-0.929917283735968,0.658975930912835,0.714,"A_12_P102966","V_11513193","puromycin_median.EXT",5.96969959478076
"3957","med",-0.0160815474485165,-0.15378355288991,0.131478839539336,0.83,"A_12_P103840","V_11619117","puromycin_median.EXT",4.22521992953811
"3958","direct",0.382508938864678,0.0170117749434025,0.781780403706712,0.04,"A_12_P103840","V_11619117","puromycin_median.EXT",4.22521992953811
"3959","total",0.366427391416161,0.0411967683497836,0.746307048399385,0.034,"A_12_P103840","V_11619117","puromycin_median.EXT",4.22521992953811
"3960","prop_med",-0.0438874053229613,-0.71596834450819,0.528633765481856,0.828,"A_12_P103840","V_11619117","puromycin_median.EXT",4.22521992953811
"3961","med",0.227473725163351,-0.0721668046144254,0.52451730563662,0.142,"A_12_P104350","V_10838024","puromycin_median.EXT",21.9552714440933
"3962","direct",0.176920861289403,-0.220034192754952,0.516337737810737,0.388,"A_12_P104350","V_10838024","puromycin_median.EXT",21.9552714440933
"3963","total",0.404394586452755,0.0531086722443437,0.729368165765277,0.024,"A_12_P104350","V_10838024","puromycin_median.EXT",21.9552714440933
"3964","prop_med",0.562504377614677,-0.437589689918209,2.31365672493083,0.162,"A_12_P104350","V_10838024","puromycin_median.EXT",21.9552714440933
"3965","med",0.0950611867984809,-0.0348033687740257,0.284386049381127,0.168,"A_12_P104714","V_11032432","puromycin_median.EXT",5.64135814483942
"3966","direct",0.309333399654274,-0.0594133104005439,0.704016699699562,0.11,"A_12_P104714","V_11032432","puromycin_median.EXT",5.64135814483942
"3967","total",0.404394586452755,0.0727949496487559,0.744003181575022,0.016,"A_12_P104714","V_11032432","puromycin_median.EXT",5.64135814483942
"3968","prop_med",0.23507037429045,-0.099993447424568,1.3351601191981,0.184,"A_12_P104714","V_11032432","puromycin_median.EXT",5.64135814483942
"3969","med",-0.0301082520272935,-0.17663381286921,0.0901736492293607,0.684,"A_12_P104798","V_10220682","puromycin_median.EXT",5.19922816287754
"3970","direct",0.40933578005413,0.0472356326160099,0.777197392822673,0.034,"A_12_P104798","V_10220682","puromycin_median.EXT",5.19922816287754
"3971","total",0.379227528026837,0.0471124023866268,0.711802717486014,0.032,"A_12_P104798","V_10220682","puromycin_median.EXT",5.19922816287754
"3972","prop_med",-0.0793936352246107,-0.784449330547746,0.400320248155739,0.704,"A_12_P104798","V_10220682","puromycin_median.EXT",5.19922816287754
"3973","med",0.0119170873841952,-0.118316489179094,0.150475288588395,0.866,"A_12_P105501","V_11032432","puromycin_median.EXT",4.03698629073079
"3974","direct",0.39247749906856,0.0418093777611473,0.736301337973243,0.024,"A_12_P105501","V_11032432","puromycin_median.EXT",4.03698629073079
"3975","total",0.404394586452755,0.0649704738874305,0.767765173511162,0.016,"A_12_P105501","V_11032432","puromycin_median.EXT",4.03698629073079
"3976","prop_med",0.0294689587433127,-0.623335470775399,0.529993602637924,0.862,"A_12_P105501","V_11032432","puromycin_median.EXT",4.03698629073079
"3977","med",0.0748607723377958,-0.0942395503016099,0.211236202885211,0.338,"A_12_P105532","V_9663270","puromycin_median.EXT",5.08277822503624
"3978","direct",0.34133420985467,-0.0248783534902809,0.763327363005371,0.07,"A_12_P105532","V_9663270","puromycin_median.EXT",5.08277822503624
"3979","total",0.416194982192466,0.0712259505066985,0.801173420131877,0.012,"A_12_P105532","V_9663270","puromycin_median.EXT",5.08277822503624
"3980","prop_med",0.179869473542036,-0.275975343365472,1.07548844686029,0.342,"A_12_P105532","V_9663270","puromycin_median.EXT",5.08277822503624
"3981","med",0.0128540273147849,-0.0902084571855752,0.151393437017358,0.73,"A_12_P106245","V_10815911","puromycin_median.EXT",4.16048388832108
"3982","direct",0.404012827280373,-0.0198003893953703,0.78841255515796,0.068,"A_12_P106245","V_10815911","puromycin_median.EXT",4.16048388832108
"3983","total",0.416866854595158,0.00984779453521246,0.812295894345698,0.046,"A_12_P106245","V_10815911","puromycin_median.EXT",4.16048388832108
"3984","prop_med",0.0308348509196496,-0.456755819718326,0.643492819783525,0.74,"A_12_P106245","V_10815911","puromycin_median.EXT",4.16048388832108
"3985","med",0.0970561985250067,-0.0381898037911736,0.241395080566756,0.174,"A_12_P107338","V_10142996","puromycin_median.EXT",4.44777576579725
"3986","direct",0.274537674635109,-0.0886114915953455,0.648032528284087,0.152,"A_12_P107338","V_10142996","puromycin_median.EXT",4.44777576579725
"3987","total",0.371593873160116,0.00463934600102233,0.708954799250293,0.048,"A_12_P107338","V_10142996","puromycin_median.EXT",4.44777576579725
"3988","prop_med",0.261188909546919,-0.314272513572484,1.43235476658643,0.214,"A_12_P107338","V_10142996","puromycin_median.EXT",4.44777576579725
"3989","med",-0.0966641821301195,-0.290915720813918,0.060744052793303,0.264,"A_12_P107404","V_11600826","puromycin_median.EXT",4.21986325296123
"3990","direct",0.558632940375415,0.154040852175274,1.01574666469563,0.008,"A_12_P107404","V_11600826","puromycin_median.EXT",4.21986325296123
"3991","total",0.461968758245296,0.0855263594658423,0.843939649205134,0.018,"A_12_P107404","V_11600826","puromycin_median.EXT",4.21986325296123
"3992","prop_med",-0.20924398112392,-1.11544719364386,0.208112038237743,0.278,"A_12_P107404","V_11600826","puromycin_median.EXT",4.21986325296123
"3993","med",0.0554124142627906,-0.0568317018508164,0.195440461848006,0.308,"A_12_P109101","V_9905233","puromycin_median.EXT",7.80369452570406
"3994","direct",0.357921662958342,-0.0398809827628499,0.785255736658932,0.084,"A_12_P109101","V_9905233","puromycin_median.EXT",7.80369452570406
"3995","total",0.413334077221132,0.0623082322099648,0.785399544723326,0.016,"A_12_P109101","V_9905233","puromycin_median.EXT",7.80369452570406
"3996","prop_med",0.134062051295967,-0.148562119269283,1.18811197287328,0.324,"A_12_P109101","V_9905233","puromycin_median.EXT",7.80369452570406
"3997","med",0.00845534999529244,-0.116490544879624,0.125040601425746,0.83,"A_12_P109658","V_10176051","puromycin_median.EXT",3.97494323558793
"3998","direct",0.370772178031544,0.0306512565330031,0.739147999729635,0.036,"A_12_P109658","V_10176051","puromycin_median.EXT",3.97494323558793
"3999","total",0.379227528026836,0.0423206197406369,0.735378204078405,0.022,"A_12_P109658","V_10176051","puromycin_median.EXT",3.97494323558793
"4000","prop_med",0.0222962453155407,-0.612396438851932,0.516531122379959,0.828,"A_12_P109658","V_10176051","puromycin_median.EXT",3.97494323558793
"4001","med",0.028733362524512,-0.0826967079784396,0.174228763908561,0.574,"A_12_P111065","V_9985933","puromycin_median.EXT",4.70539611117011
"4002","direct",0.38460071469662,0.0410781609857342,0.693962344466224,0.028,"A_12_P111065","V_9985933","puromycin_median.EXT",4.70539611117011
"4003","total",0.413334077221132,0.0787304744408666,0.770497749049006,0.02,"A_12_P111065","V_9985933","puromycin_median.EXT",4.70539611117011
"4004","prop_med",0.0695160745460137,-0.353579391031337,0.527071484853445,0.574,"A_12_P111065","V_9985933","puromycin_median.EXT",4.70539611117011
"4005","med",0.141813000154558,-0.204454343161284,0.500981910826673,0.426,"A_12_P111998","V_10815911","puromycin_median.EXT",20.721463482804
"4006","direct",0.262581586298197,-0.172942188614263,0.689925072117195,0.226,"A_12_P111998","V_10815911","puromycin_median.EXT",20.721463482804
"4007","total",0.404394586452755,0.0345313723995492,0.774895820901739,0.032,"A_12_P111998","V_10815911","puromycin_median.EXT",20.721463482804
"4008","prop_med",0.350679768981343,-0.88136317701811,2.16340208782727,0.418,"A_12_P111998","V_10815911","puromycin_median.EXT",20.721463482804
"4009","med",0.021657209227062,-0.0654354693161978,0.141212034700301,0.626,"A_12_P112263","V_10815911","puromycin_median.EXT",4.18346163908181
"4010","direct",0.382737377225693,0.0115711761490794,0.753555836676234,0.046,"A_12_P112263","V_10815911","puromycin_median.EXT",4.18346163908181
"4011","total",0.404394586452755,0.0322392818984751,0.754385640646616,0.038,"A_12_P112263","V_10815911","puromycin_median.EXT",4.18346163908181
"4012","prop_med",0.0535546467548773,-0.254429923055175,0.557336273964668,0.64,"A_12_P112263","V_10815911","puromycin_median.EXT",4.18346163908181
"4013","med",-0.0735090711589069,-0.226826830414197,0.0981127530881511,0.338,"A_12_P112758","V_8947708","puromycin_median.EXT",5.33751901281962
"4014","direct",0.452851143577218,0.0551128692368926,0.866614031423033,0.028,"A_12_P112758","V_8947708","puromycin_median.EXT",5.33751901281962
"4015","total",0.379342072418311,0.0298370304985184,0.754630142075054,0.038,"A_12_P112758","V_8947708","puromycin_median.EXT",5.33751901281962
"4016","prop_med",-0.193780433291476,-1.14043751768301,0.535807032433023,0.352,"A_12_P112758","V_8947708","puromycin_median.EXT",5.33751901281962
"4017","med",0.0381765180426601,-0.164465390645248,0.278685850461339,0.728,"A_12_P114129","V_9985933","puromycin_median.EXT",9.7576065427263
"4018","direct",0.375157559178472,-0.0420967705023897,0.788040933392896,0.086,"A_12_P114129","V_9985933","puromycin_median.EXT",9.7576065427263
"4019","total",0.413334077221132,0.0809375450576596,0.77103123475257,0.014,"A_12_P114129","V_9985933","puromycin_median.EXT",9.7576065427263
"4020","prop_med",0.0923623774243898,-0.611938331334943,1.1238651302871,0.742,"A_12_P114129","V_9985933","puromycin_median.EXT",9.7576065427263
"4021","med",0.0556326217551728,-0.0543138082309232,0.217433529547258,0.352,"A_12_P114276","V_9529886","puromycin_median.EXT",5.00803828442342
"4022","direct",0.427824039095415,0.0485820439277369,0.77188844135585,0.022,"A_12_P114276","V_9529886","puromycin_median.EXT",5.00803828442342
"4023","total",0.483456660850587,0.148113127248095,0.827142872150626,0.004,"A_12_P114276","V_9529886","puromycin_median.EXT",5.00803828442342
"4024","prop_med",0.11507261407319,-0.168180108256556,0.744647368817292,0.356,"A_12_P114276","V_9529886","puromycin_median.EXT",5.00803828442342
"4025","med",0.0285908272742795,-0.767534840104026,0.794939582729112,0.914,"A_12_P115328","V_10568558","puromycin_median.EXT",37.7379772981239
"4026","direct",0.411513642735769,-0.416511600713891,1.28839567449885,0.344,"A_12_P115328","V_10568558","puromycin_median.EXT",37.7379772981239
"4027","total",0.440104470010048,0.0981824668497726,0.793731053854767,0.006,"A_12_P115328","V_10568558","puromycin_median.EXT",37.7379772981239
"4028","prop_med",0.0649637284384472,-2.00575972546798,2.89033808228929,0.916,"A_12_P115328","V_10568558","puromycin_median.EXT",37.7379772981239
"4029","med",0.0185075359224226,-0.100483994893987,0.147323115834991,0.758,"A_12_P115684","V_11513193","puromycin_median.EXT",5.04390424359925
"4030","direct",0.324722563220762,-0.00468685309882536,0.708342794853402,0.056,"A_12_P115684","V_11513193","puromycin_median.EXT",5.04390424359925
"4031","total",0.343230099143184,-0.00999982227850101,0.683375362760713,0.062,"A_12_P115684","V_11513193","puromycin_median.EXT",5.04390424359925
"4032","prop_med",0.0539216577119069,-0.643657187123061,0.995861256786566,0.724,"A_12_P115684","V_11513193","puromycin_median.EXT",5.04390424359925
"4033","med",0.124162065597374,-0.167241131942607,0.472343423137457,0.416,"A_12_P115700","V_8947708","puromycin_median.EXT",14.0987821323047
"4034","direct",0.266860948618851,-0.210876907965161,0.756279030225381,0.278,"A_12_P115700","V_8947708","puromycin_median.EXT",14.0987821323047
"4035","total",0.391023014216225,0.00584021310404058,0.793153718535835,0.046,"A_12_P115700","V_8947708","puromycin_median.EXT",14.0987821323047
"4036","prop_med",0.317531350031269,-0.802977072361263,3.21585069711245,0.43,"A_12_P115700","V_8947708","puromycin_median.EXT",14.0987821323047
"4037","med",-0.109165477654359,-0.282202028339004,0.0404859097132116,0.146,"A_12_P116766","V_10121039","puromycin_median.EXT",5.04508407735454
"4038","direct",0.522520112406106,0.152032680943642,0.910829344312937,0.008,"A_12_P116766","V_10121039","puromycin_median.EXT",5.04508407735454
"4039","total",0.413354634751747,0.0606317931952425,0.776175479618554,0.014,"A_12_P116766","V_10121039","puromycin_median.EXT",5.04508407735454
"4040","prop_med",-0.264096416192169,-1.62010134785175,0.134922191063895,0.16,"A_12_P116766","V_10121039","puromycin_median.EXT",5.04508407735454
"4041","med",0.132903243311605,-0.0229800821919752,0.273383188053426,0.082,"A_12_P116989","V_11637718","puromycin_median.EXT",4.96321485202013
"4042","direct",0.229670452344634,-0.148299920546872,0.638369694847947,0.22,"A_12_P116989","V_11637718","puromycin_median.EXT",4.96321485202013
"4043","total",0.362573695656239,0.015686900219002,0.732128715957136,0.044,"A_12_P116989","V_11637718","puromycin_median.EXT",4.96321485202013
"4044","prop_med",0.366555116666853,-0.284995652550462,2.1006377524835,0.126,"A_12_P116989","V_11637718","puromycin_median.EXT",4.96321485202013
"4045","med",0.154149243518829,0.0193599123114421,0.386161394403019,0.006,"A_12_P117115","V_11637718","puromycin_median.EXT",5.3396084860109
"4046","direct",0.219742641622731,-0.126704692495025,0.613546738276833,0.23,"A_12_P117115","V_11637718","puromycin_median.EXT",5.3396084860109
"4047","total",0.373891885141559,0.0284066177421154,0.774687927812728,0.034,"A_12_P117115","V_11637718","puromycin_median.EXT",5.3396084860109
"4048","prop_med",0.412282934304568,0.0103334999691936,1.9409408467533,0.04,"A_12_P117115","V_11637718","puromycin_median.EXT",5.3396084860109
"4049","med",0.152026826006478,0.0223081997810031,0.342189356615147,0.022,"A_12_P117478","V_11637718","puromycin_median.EXT",5.69751060789391
"4050","direct",0.221865059135081,-0.178106273435378,0.590054276732765,0.278,"A_12_P117478","V_11637718","puromycin_median.EXT",5.69751060789391
"4051","total",0.37389188514156,-0.00486674262024519,0.741825112006471,0.054,"A_12_P117478","V_11637718","puromycin_median.EXT",5.69751060789391
"4052","prop_med",0.406606380207795,-0.384939164357474,2.67235800764285,0.072,"A_12_P117478","V_11637718","puromycin_median.EXT",5.69751060789391
"4053","med",0.00418025461776135,-0.105055893199115,0.0890516006810074,0.936,"A_12_P117590","V_11637718","puromycin_median.EXT",3.94451000363491
"4054","direct",0.369711630523798,-0.0128643197573306,0.784475540975597,0.058,"A_12_P117590","V_11637718","puromycin_median.EXT",3.94451000363491
"4055","total",0.373891885141559,0.0184293009182132,0.76168077638846,0.044,"A_12_P117590","V_11637718","puromycin_median.EXT",3.94451000363491
"4056","prop_med",0.0111803833778812,-0.383157976194922,0.47952459793869,0.94,"A_12_P117590","V_11637718","puromycin_median.EXT",3.94451000363491
"4057","med",0.117837481907087,-0.0152398940997168,0.344214647886085,0.1,"A_12_P118102","V_11032432","puromycin_median.EXT",4.43462030782989
"4058","direct",0.286557104545668,-0.0544478297731644,0.616328124242906,0.098,"A_12_P118102","V_11032432","puromycin_median.EXT",4.43462030782989
"4059","total",0.404394586452755,0.0553327214111689,0.776346188065327,0.022,"A_12_P118102","V_11032432","puromycin_median.EXT",4.43462030782989
"4060","prop_med",0.291392332772619,-0.0811931044942738,1.22125094299918,0.114,"A_12_P118102","V_11032432","puromycin_median.EXT",4.43462030782989
"4061","med",-0.10998447744595,-0.298694755515542,0.0880845236011362,0.244,"A_12_P118240","V_9985933","puromycin_median.EXT",6.8850784526251
"4062","direct",0.513102791765476,0.113588044949531,0.947309770123283,0.008,"A_12_P118240","V_9985933","puromycin_median.EXT",6.8850784526251
"4063","total",0.403118314319526,0.062554260932877,0.764257709753704,0.018,"A_12_P118240","V_9985933","puromycin_median.EXT",6.8850784526251
"4064","prop_med",-0.27283423634971,-1.53947437460238,0.293412425148996,0.258,"A_12_P118240","V_9985933","puromycin_median.EXT",6.8850784526251
"4065","med",0.0292156393044782,-0.134885717295352,0.205575204770698,0.646,"A_12_P118743","V_9985933","puromycin_median.EXT",11.9613287700509
"4066","direct",0.384118437916654,0.0252876718965838,0.728602815930805,0.034,"A_12_P118743","V_9985933","puromycin_median.EXT",11.9613287700509
"4067","total",0.413334077221132,0.0769877537388436,0.753164716977222,0.02,"A_12_P118743","V_9985933","puromycin_median.EXT",11.9613287700509
"4068","prop_med",0.0706828711073051,-0.520807146869713,0.772553827701069,0.642,"A_12_P118743","V_9985933","puromycin_median.EXT",11.9613287700509
"4069","med",-0.0163607475716828,-0.143282158307837,0.122091905035479,0.784,"A_12_P118758","V_10121039","puromycin_median.EXT",5.29118560420262
"4070","direct",0.440850673688104,0.0302378023984626,0.825884755856145,0.026,"A_12_P118758","V_10121039","puromycin_median.EXT",5.29118560420262
"4071","total",0.424489926116421,0.0600900230778845,0.800469171971229,0.022,"A_12_P118758","V_10121039","puromycin_median.EXT",5.29118560420262
"4072","prop_med",-0.0385421339002416,-0.543954538450937,0.525397350568231,0.786,"A_12_P118758","V_10121039","puromycin_median.EXT",5.29118560420262
"4073","med",0.000339519344986321,-0.129857812429695,0.103003463847173,0.962,"A_12_P119353","V_11032432","puromycin_median.EXT",3.94707020738879
"4074","direct",0.404055067107769,0.0165460409678413,0.793775167952554,0.034,"A_12_P119353","V_11032432","puromycin_median.EXT",3.94707020738879
"4075","total",0.404394586452755,0.0411659291142354,0.757620632706583,0.016,"A_12_P119353","V_11032432","puromycin_median.EXT",3.94707020738879
"4076","prop_med",0.000839574406681596,-0.462806387829909,0.56389839944041,0.946,"A_12_P119353","V_11032432","puromycin_median.EXT",3.94707020738879
"4077","med",0.0313633113270906,-0.232197067549344,0.267629402381088,0.778,"A_12_P119459","V_11085892","puromycin_median.EXT",17.3932706621954
"4078","direct",0.373031275125664,-0.0179493020254606,0.788998286651034,0.062,"A_12_P119459","V_11085892","puromycin_median.EXT",17.3932706621954
"4079","total",0.404394586452755,0.0538429527423806,0.775008324147111,0.026,"A_12_P119459","V_11085892","puromycin_median.EXT",17.3932706621954
"4080","prop_med",0.0775562096471208,-0.91972346551076,0.994910928000924,0.772,"A_12_P119459","V_11085892","puromycin_median.EXT",17.3932706621954
"4081","med",-0.00344515656190714,-0.169758896611983,0.151067860504984,0.966,"A_12_P119747","V_9104120","puromycin_median.EXT",6.03117441615209
"4082","direct",0.41972029781888,0.0831818817308621,0.784142452049413,0.016,"A_12_P119747","V_9104120","puromycin_median.EXT",6.03117441615209
"4083","total",0.416275141256973,0.0907219163994065,0.815314843741031,0.02,"A_12_P119747","V_9104120","puromycin_median.EXT",6.03117441615209
"4084","prop_med",-0.00827615252619754,-0.730024052726343,0.386806122839452,0.982,"A_12_P119747","V_9104120","puromycin_median.EXT",6.03117441615209
"4085","med",-0.0309865293855785,-0.153182110202262,0.0623503740428715,0.498,"A_12_P119893","V_9905233","puromycin_median.EXT",3.9002301179017
"4086","direct",0.444320606606711,0.108766216141475,0.804900163714992,0.006,"A_12_P119893","V_9905233","puromycin_median.EXT",3.9002301179017
"4087","total",0.413334077221132,0.0781530061595691,0.771226658143403,0.008,"A_12_P119893","V_9905233","puromycin_median.EXT",3.9002301179017
"4088","prop_med",-0.0749672748830743,-0.701228633480124,0.148988793207407,0.494,"A_12_P119893","V_9905233","puromycin_median.EXT",3.9002301179017
"4089","med",0.00133948760115155,-0.0337674092107424,0.0607785541663211,0.958,"A_12_P106753","V_9905233","puromycin_median.EXT",5.42571312418689
"4090","direct",0.367758278145152,-0.0223770807877311,0.761636163520772,0.062,"A_12_P106753","V_9905233","puromycin_median.EXT",5.42571312418689
"4091","total",0.369097765746303,-0.0051011807801517,0.762209920138953,0.054,"A_12_P106753","V_9905233","puromycin_median.EXT",5.42571312418689
"4092","prop_med",0.00362908618111829,-0.19604611990881,0.263835342462268,0.96,"A_12_P106753","V_9905233","puromycin_median.EXT",5.42571312418689
"4093","med",0.00143391106103691,-0.0400058849181623,0.0367840725763706,0.992,"A_12_P106853","V_11513193","puromycin_median.EXT",15.0433383925245
"4094","direct",0.341796188082147,-0.00664932209452324,0.726915664203523,0.054,"A_12_P106853","V_11513193","puromycin_median.EXT",15.0433383925245
"4095","total",0.343230099143184,0.000294792619718188,0.726701006994539,0.05,"A_12_P106853","V_11513193","puromycin_median.EXT",15.0433383925245
"4096","prop_med",0.00417769614208203,-0.219834161901244,0.297625296723541,0.99,"A_12_P106853","V_11513193","puromycin_median.EXT",15.0433383925245
"4097","med",-0.0160229692191266,-0.113241435602356,0.0565631415129147,0.63,"A_12_P114311","V_11513193","puromycin_median.EXT",5.22622084029529
"4098","direct",0.359253068362311,-0.0123703405950734,0.759570272862408,0.06,"A_12_P114311","V_11513193","puromycin_median.EXT",5.22622084029529
"4099","total",0.343230099143184,-0.000438461081102208,0.70775129654889,0.052,"A_12_P114311","V_11513193","puromycin_median.EXT",5.22622084029529
"4100","prop_med",-0.0466828790922627,-0.511887604580591,0.422546724696101,0.618,"A_12_P114311","V_11513193","puromycin_median.EXT",5.22622084029529
"4101","med",-0.00296639286912803,-0.0469014137632562,0.0485340886041607,0.972,"A_12_P114794","V_10220682","puromycin_median.EXT",5.32755694345553
"4102","direct",0.382193920895964,0.0520344845521195,0.736683020631323,0.016,"A_12_P114794","V_10220682","puromycin_median.EXT",5.32755694345553
"4103","total",0.379227528026836,0.0570714630551425,0.741548169635912,0.02,"A_12_P114794","V_10220682","puromycin_median.EXT",5.32755694345553
"4104","prop_med",-0.00782219815255106,-0.207902464316021,0.203389370628409,0.984,"A_12_P114794","V_10220682","puromycin_median.EXT",5.32755694345553
"4105","med",0.0206155201641529,-0.0265303778230062,0.107659248208911,0.46,"A_12_P115203","V_11513193","puromycin_median.EXT",5.94679332502483
"4106","direct",0.373202061525146,0.0217382399833125,0.747799477870555,0.032,"A_12_P115203","V_11513193","puromycin_median.EXT",5.94679332502483
"4107","total",0.393817581689299,0.0381300530741209,0.805809098875776,0.024,"A_12_P115203","V_11513193","puromycin_median.EXT",5.94679332502483
"4108","prop_med",0.0523478918227107,-0.111378911163098,0.446306626432392,0.464,"A_12_P115203","V_11513193","puromycin_median.EXT",5.94679332502483
"4109","med",0.00165546168596478,-0.0342786722435622,0.0575833525124786,0.888,"A_12_P116575","V_10568558","puromycin_median.EXT",14.8356158701609
"4110","direct",0.404664871832452,0.00781008359351538,0.787384913101072,0.046,"A_12_P116575","V_10568558","puromycin_median.EXT",14.8356158701609
"4111","total",0.406320333518417,0.0134148500050089,0.784030661866657,0.042,"A_12_P116575","V_10568558","puromycin_median.EXT",14.8356158701609
"4112","prop_med",0.0040742772374441,-0.160957736035589,0.194720417088655,0.898,"A_12_P116575","V_10568558","puromycin_median.EXT",14.8356158701609
"4113","med",0.00109368816349809,-0.129916211510149,0.10409634956163,0.964,"A_12_P118954","V_11513193","puromycin_median.EXT",5.82085136985965
"4114","direct",0.342136410979686,0.00556254891635349,0.748764597475128,0.05,"A_12_P118954","V_11513193","puromycin_median.EXT",5.82085136985965
"4115","total",0.343230099143184,0.0134502858565381,0.715293291804834,0.034,"A_12_P118954","V_11513193","puromycin_median.EXT",5.82085136985965
"4116","prop_med",0.00318645761612487,-0.562292586372408,0.559890160621956,0.97,"A_12_P118954","V_11513193","puromycin_median.EXT",5.82085136985965
"4117","med",0.0137105972644163,-0.110815728432263,0.136724554173012,0.816,"A_12_P101037","V_9905233","puromycin_median.norm.EXT",5.54942914962203
"4118","direct",0.529124122166193,0.17449199581515,0.921614591025718,0,"A_12_P101037","V_9905233","puromycin_median.norm.EXT",5.54942914962203
"4119","total",0.542834719430609,0.202140160387534,0.913025330634014,0,"A_12_P101037","V_9905233","puromycin_median.norm.EXT",5.54942914962203
"4120","prop_med",0.0252574066721407,-0.257724708432795,0.300822014022165,0.816,"A_12_P101037","V_9905233","puromycin_median.norm.EXT",5.54942914962203
"4121","med",0.161325460473611,-0.0575673006761239,0.399064703248753,0.166,"A_12_P101050","V_11513193","puromycin_median.norm.EXT",14.9459239841448
"4122","direct",0.208063242119704,-0.183363547061396,0.598207542639754,0.338,"A_12_P101050","V_11513193","puromycin_median.norm.EXT",14.9459239841448
"4123","total",0.369388702593314,0.0210233672548987,0.729921964331508,0.038,"A_12_P101050","V_11513193","puromycin_median.norm.EXT",14.9459239841448
"4124","prop_med",0.436736314188864,-0.352701942065286,2.60796951730587,0.192,"A_12_P101050","V_11513193","puromycin_median.norm.EXT",14.9459239841448
